Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210127|IMMP|397537|2026|731573|B,Q,N
20210127|IMMR|62455|0|385599|B,Q,N
20210127|IMNM|3439|0|65738|Q,N
20210127|IMO|29129|284|80596|Q,N
20210127|IMOM|1245|0|3321|B,Q,N
20210127|IMOS|1117|0|3595|Q,N
20210127|IMPX|17971|0|242156|B,Q,N
20210127|IMPX/U|2750|0|22160|Q
20210127|IMPX/WS|39980|0|76561|Q,N
20210127|IMRA|37449|55|85475|B,Q,N
20210127|IMRN|17230|1245|68094|B,Q,N
20210127|IMRNW|2229|50|2459|Q
20210127|IMTB|1987|0|3355|Q,N
20210127|IMTE|99299|1087|350757|B,Q,N
20210127|IMTM|36674|0|80299|Q,N
20210127|IMTX|20855|0|440352|Q,N
20210127|IMUX|32156|2000|58865|Q,N
20210127|IMV|43625|5278|154471|B,Q,N
20210127|IMVT|109049|0|325350|B,Q,N
20210127|IMXI|10576|0|26926|B,Q,N
20210127|INAQ|301904|14294|757770|B,Q,N
20210127|INAQU|267|0|1563|Q,N
20210127|INAQW|15075|1639|33305|Q,N
20210127|INBK|8068|0|14530|Q,N
20210127|INBKZ|200|0|400|Q
20210127|INBX|7901|0|14605|Q,N
20210127|INCO|911|0|1707|Q,N
20210127|INCY|122981|111|375530|B,Q,N
20210127|INDA|1056607|58|1579667|B,Q,N
20210127|INDB|17186|0|22906|Q,N
20210127|INDF|471|0|543|Q,N
20210127|INDL|19809|657|67273|B,Q,N
20210127|INDO|22557|0|36534|B,Q,N
20210127|INDS|8945|0|14012|Q,N
20210127|INDT|1394|0|2718|Q,N
20210127|INDY|63649|0|71507|Q,N
20210127|INFI|430883|16420|876943|B,Q,N
20210127|INFL|1952|0|5824|Q,N
20210127|INFN|1765688|14048|4052385|B,Q,N
20210127|INFO|340288|0|1479219|B,Q,N
20210127|INFR|1656|0|5767|Q,N
20210127|INFU|15603|0|39478|B,Q,N
20210127|INFY|1296477|1384|2005663|B,Q,N
20210127|ING|680325|4855|1202892|B,Q,N
20210127|INGN|29956|0|43703|B,Q,N
20210127|INGR|102413|0|214252|B,Q,N
20210127|INKAU|134510|0|272124|Q
20210127|INKM|1218|0|2400|Q
20210127|INM|27823|0|43095|B,Q,N
20210127|INMB|37555|400|175709|B,Q,N
20210127|INMD|98360|40|259204|B,Q,N
20210127|INN|154257|72|273449|B,Q,N
20210127|INNpE|1715|1000|3378|Q,N
20210127|INO|6350891|141142|25524930|B,Q,N
20210127|INOD|27975|0|121141|B,Q,N
20210127|INOV|49434|1869|257473|Q,N
20210127|INPX|1003996|70468|3314560|B,Q,N
20210127|INS|7699|0|14913|B,Q,N
20210127|INSE|140|0|11003|Q,N
20210127|INSG|453020|926|2483210|B,Q,N
20210127|INSI|550|0|3962|Q
20210127|INSM|271269|636|485021|B,Q,N
20210127|INSP|63449|3561|122303|B,Q,N
20210127|INSW|23869|0|39054|B,Q,N
20210127|INT|50661|802|82283|Q,N
20210127|INTC|2029695|16833|10754638|B,Q,N
20210127|INTF|62442|0|152111|Q,N
20210127|INTG|1002|500|1893|Q,N
20210127|INTT|20325|0|31263|B,Q,N
20210127|INTU|139238|465|467457|B,Q,N
20210127|INTZ|41660|1533|86336|B,Q,N
20210127|INUV|2830513|223934|10066513|B,Q,N
20210127|INVA|74570|100|165835|B,Q,N
20210127|INVE|29375|0|53750|Q,N
20210127|INVH|457729|0|935120|Q,N
20210127|INVO|23005|0|44596|Q,N
20210127|INZY|21497|0|25892|Q,N
20210127|IO|25156|389|141435|B,Q,N
20210127|IONS|130976|100|304630|Q,N
20210127|IOO|11679|0|37274|Q,N
20210127|IOR|20|0|20|N
20210127|IOSP|12631|0|37912|Q,N
20210127|IOVA|236554|1553|536152|B,Q,N
20210127|IP|364305|3309|771205|Q,N
20210127|IPA|19656|0|26024|B,Q,N
20210127|IPAC|5123|0|17406|Q,N
20210127|IPAR|11374|0|19982|Q,N
20210127|IPAY|61959|27|134335|B,Q,N
20210127|IPDN|167186|7397|418029|B,Q,N
20210127|IPFF|803|0|2698|Q,N
20210127|IPG|558327|574|835550|B,Q,N
20210127|IPGP|63880|0|165760|Q,N
20210127|IPHA|1821|0|11729|Q,N
20210127|IPHI|106222|425|303061|B,Q,N
20210127|IPI|35615|20|72708|Q,N
20210127|IPKW|1155|0|3975|Q
20210127|IPLDP|465|0|622|Q
20210127|IPO|92549|57|277626|B,Q,N
20210127|IPOD|201824|6843|1520081|B,Q,N
20210127|IPOD/U|11221|0|45290|Q,N
20210127|IPOD/WS|57772|0|579568|Q,N
20210127|IPOE|3638498|46047|7145471|B,Q,N
20210127|IPOE/U|14316|0|63489|B,Q,N
20210127|IPOE/WS|211522|32865|450562|Q,N
20210127|IPOF|838972|25622|4425459|B,Q,N
20210127|IPOF/U|9385|0|55597|Q,N
20210127|IPOF/WS|201488|6504|972773|Q,N
20210127|IPOS|13021|0|24159|B,Q,N
20210127|IPV|241333|177|515808|B,Q,N
20210127|IPV/WS|50557|610|180444|Q,N
20210127|IPWR|190733|5748|448282|B,Q,N
20210127|IQ|2223247|27247|5529289|B,Q,N
20210127|IQDE|1650|0|3538|Q,N
20210127|IQDF|13547|0|26775|Q,N
20210127|IQDG|7349|5100|31634|Q,N
20210127|IQDY|34647|0|36509|Q,N
20210127|IQI|12904|0|29645|Q,N
20210127|IQIN|75|0|75|Q
20210127|IQLT|263426|0|419189|Q,N
20210127|IQM|2404|0|5001|Q,N
20210127|IQSI|895|0|1291|Q,N
20210127|IQSU|484|0|1398|Q
20210127|IQV|146172|1|489611|B,Q,N
20210127|IR|153334|157|677275|B,Q,N
20210127|IRBO|17510|0|66562|B,Q,N
20210127|IRBT|1035894|9581|3186535|B,Q,N
20210127|IRCP|2127|0|6662|Q,N
20210127|IRDM|157475|380|241034|B,Q,N
20210127|IRIX|10549|0|45877|B,Q,N
20210127|IRL|2116|0|10710|Q,N
20210127|IRM|4013830|37213|10773560|B,Q,N
20210127|IRMD|5051|0|8979|Q,N
20210127|IRR|9062|0|22754|Q,N
20210127|IRS|14055|0|45414|Q,N
20210127|IRT|124672|3|202367|Q,N
20210127|IRTC|112106|2|436503|B,Q,N
20210127|IRWD|276918|11|1085284|B,Q,N
20210127|ISBC|139086|200|389358|Q,N
20210127|ISCF|2752|0|9484|Q,N
20210127|ISD|11815|0|38324|Q,N
20210127|ISDR|1511|54|11335|Q,N
20210127|ISDX|3031|0|7901|Q,N
20210127|ISEE|298557|1034|558432|B,Q,N
20210127|ISEM|809|0|1904|Q
20210127|ISHG|1435|0|2157|Q,N
20210127|ISIG|93378|0|203872|B,Q,N
20210127|ISMD|1406|0|3463|Q
20210127|ISNS|5692|0|15058|B,Q,N
20210127|ISR|1136075|64866|5491243|B,Q,N
20210127|ISRA|310|0|2808|Q,N
20210127|ISRG|116414|0|215557|B,Q,N
20210127|ISSC|1962|0|11291|Q,N
20210127|ISTB|255739|0|370383|Q,N
20210127|ISTR|3193|860|6248|Q
20210127|ISUN|222513|6367|618479|B,Q,N
20210127|ISWN|13172|0|13173|Q,N
20210127|IT|52292|0|125928|B,Q,N
20210127|ITA|16356|1609|254677|B,Q,N
20210127|ITAC|6789|0|12486|B,Q,N
20210127|ITACU|100|0|25354|Q
20210127|ITACW|54732|3816|68384|Q,N
20210127|ITB|223348|844|584644|B,Q,N
20210127|ITCB|1030|0|14394|Q,N
20210127|ITCI|153990|141|406003|B,Q,N
20210127|ITEQ|6159|0|14268|Q,N
20210127|ITGR|38557|2400|64057|Q,N
20210127|ITI|44655|201|121750|Q,N
20210127|ITIC|2470|0|3153|Q,N
20210127|ITM|15904|0|79372|Q,N
20210127|ITMR|2742|0|8641|Q,N
20210127|ITOS|30967|0|149369|B,Q,N
20210127|ITOT|508244|1432|682715|B,Q,N
20210127|ITP|2449028|372855|9032961|Q,N
20210127|ITRG|7351|0|51056|B,Q,N
20210127|ITRI|53728|425|103121|B,Q,N
20210127|ITRM|3218333|231784|10301365|B,Q,N
20210127|ITRN|2938|0|9071|Q,N
20210127|ITT|43144|210|117416|Q,N
20210127|ITUB|2904064|4812|8366085|B,Q,N
20210127|ITW|163545|0|459180|B,Q,N
20210127|IUS|3700|0|9647|Q,N
20210127|IUSB|426797|0|547032|Q,N
20210127|IUSG|220433|33|407702|Q,N
20210127|IUSS|311|0|1193|Q,N
20210127|IUSV|265812|0|338452|B,Q,N
20210127|IVA|1495|0|36694|B,Q
20210127|IVAC|14746|0|26796|Q,N
20210127|IVAL|2896|0|6883|Q,N
20210127|IVAN/U|5579|0|113368|Q,N
20210127|IVC|81077|0|116939|B,Q,N
20210127|IVDG|102|0|332|Q,N
20210127|IVE|110659|2707|366259|Q,N
20210127|IVES|172|0|2334|Q,N
20210127|IVH|7928|1531|26890|Q,N
20210127|IVLC|20|0|33|Q
20210127|IVLU|40312|0|63845|Q,N
20210127|IVOG|877|0|8707|Q,N
20210127|IVOL|939959|0|1151545|Q,N
20210127|IVOO|3118|0|11831|Q,N
20210127|IVOV|3502|0|9224|Q,N
20210127|IVR|4783723|100909|11708519|B,Q,N
20210127|IVRA|198|0|1163|Q,N
20210127|IVRpA|4036|0|6251|Q
20210127|IVRpB|1115|0|1117|Q
20210127|IVRpC|292|0|504|Q,N
20210127|IVSG|282|0|376|Q,N
20210127|IVV|891826|3498|1564597|B,Q,N
20210127|IVW|111018|3236|813063|Q,N
20210127|IVZ|618160|4293|1747696|Q,N
20210127|IWB|47152|500|203960|Q,N
20210127|IWC|13850|0|92288|Q,N
20210127|IWD|294921|6300|674607|Q,N
20210127|IWF|72804|2824|627586|B,Q,N
20210127|IWFH|50|0|251|Q
20210127|IWL|3159|0|17287|Q,N
20210127|IWM|7144030|14063|10322841|B,Q,N
20210127|IWN|149790|41250|843949|B,Q,N
20210127|IWO|286197|0|375187|B,Q,N
20210127|IWP|234753|170|420983|Q,N
20210127|IWR|421664|169|635684|Q,N
20210127|IWS|66324|0|167856|Q,N
20210127|IWV|6395|1804|88837|Q,N
20210127|IWX|2802|0|59629|Q,N
20210127|IWY|13102|123|73234|Q,N
20210127|IX|6295|0|9358|Q,N
20210127|IXC|46861|0|212235|B,Q,N
20210127|IXG|1933|0|6510|B,Q,N
20210127|IXJ|76377|0|85903|B,Q,N
20210127|IXN|33888|0|66343|B,Q,N
20210127|IXP|1661|0|5955|Q,N
20210127|IXSE|584|0|967|Q
20210127|IXUS|107422|305|540705|Q,N
20210127|IYC|10927|0|66991|Q,N
20210127|IYE|89644|19528|398612|Q,N
20210127|IYF|110910|11|232931|Q,N
20210127|IYG|3871|227|27286|Q,N
20210127|IYH|4631|250|12057|Q,N
20210127|IYJ|15949|0|49931|B,Q,N
20210127|IYK|6554|4611|20578|Q,N
20210127|IYLD|20|0|19490|Q
20210127|IYM|1867|0|18554|Q,N
20210127|IYR|551200|566|841078|B,Q,N
20210127|IYT|18701|0|50491|B,Q,N
20210127|IYW|406725|3104|527129|B,Q,N
20210127|IYY|12005|2|25012|Q,N
20210127|IYZ|15937|0|47507|Q,N
20210127|IZEA|2262355|64717|4618414|B,Q,N
20210127|IZRL|131211|0|202981|Q,N
20210127|J|109937|500|477379|B,Q,N
20210127|JAAA|1539|0|12455|Q,N
20210127|JACK|44406|102|173201|Q,N
20210127|JAGG|23336|0|78515|Q,N
20210127|JAGX|8399602|674772|19129272|B,Q,N
20210127|JAKK|240642|2504|403886|B,Q,N
20210127|JAMF|79033|276|353505|Q,N
20210127|JAN|371965|44681|935098|B,Q,N
20210127|JANZ|11|0|11|N
20210127|JAX|7993|0|18732|Q,N
20210127|JAZZ|99687|0|165284|Q,N
20210127|JBGS|26661|0|165094|B,Q,N
20210127|JBHT|128206|0|237094|B,Q,N
20210127|JBL|155168|0|409234|Q,N
20210127|JBLU|1394897|10692|4267408|B,Q,N
20210127|JBSS|25395|0|32820|Q,N
20210127|JBT|18373|0|28809|Q,N
20210127|JCE|4533|0|25809|Q,N
20210127|JCI|290933|2153|1232047|B,Q,N
20210127|JCICU|47599|0|310774|B,Q,N
20210127|JCO|6482|0|29403|Q
20210127|JCOM|155900|205|298090|B,Q,N
20210127|JCPB|4333|0|12518|Q,N
20210127|JCS|46304|0|72259|Q,N
20210127|JCTCF|334|0|1205|B,Q,N
20210127|JCTR|45|0|90|Q,N
20210127|JD|1165829|13819|4000870|B,Q,N
20210127|JDD|16352|0|43941|Q,N
20210127|JDIV|548|0|1053|Q,N
20210127|JDST|347536|4658|1434980|B,Q,N
20210127|JE|567046|47909|1929851|B,Q,N
20210127|JEF|56738|0|431139|Q,N
20210127|JELD|49315|0|113164|B,Q,N
20210127|JEMD|3412|0|8033|Q
20210127|JEPI|197065|0|240569|Q,N
20210127|JEQ|151|0|3192|Q,N
20210127|JETS|591377|15879|2557435|B,Q,N
20210127|JFIN|29141|301|125359|B,Q,N
20210127|JFR|118760|0|255556|B,Q,N
20210127|JFU|188559|5080|641192|Q,N
20210127|JG|51586|1935|250289|B,Q,N
20210127|JGH|3209|0|7301|Q,N
20210127|JGLD|1005|0|1072|Q,N
20210127|JHAA|4940|0|6995|Q,N
20210127|JHB|76273|6300|113771|Q,N
20210127|JHCS|499|0|500|Q,N
20210127|JHEM|87125|0|101097|Q
20210127|JHG|104062|0|292007|B,Q,N
20210127|JHI|1126|0|2014|Q,N
20210127|JHMA|100|0|103|Q
20210127|JHMC|835|0|3080|Q,N
20210127|JHMD|655|0|2371|Q
20210127|JHME|1144|174|2016|Q,N
20210127|JHMF|319|0|1116|Q
20210127|JHMH|1162|0|1517|Q
20210127|JHMI|104|0|252|Q
20210127|JHML|7660|0|20644|Q,N
20210127|JHMM|30548|0|114558|Q,N
20210127|JHMS|143|0|159|Q
20210127|JHMT|223|0|1432|Q,N
20210127|JHS|5871|0|11777|Q
20210127|JHSC|4346|0|6585|Q
20210127|JHX|3449|0|4372|Q,N
20210127|JIG|6949|0|10233|B,Q,N
20210127|JIGB|605|0|1021|Q
20210127|JIH|971481|0|1428502|B,Q,N
20210127|JIH/WS|32410|10|96862|Q,N
20210127|JILL|2095552|53924|4164846|B,Q,N
20210127|JJA|890|0|996|Q
20210127|JJC|677|0|4126|B,Q,N
20210127|JJG|79|0|578|Q,N
20210127|JJM|28|0|332|Q
20210127|JJN|554|0|1410|Q,N
20210127|JJP|103|0|177|Q
20210127|JJS|101|0|101|Q
20210127|JJSF|46092|0|79776|B,Q,N
20210127|JJT|118|0|193|B,Q
20210127|JJU|1|0|5|Q
20210127|JKD|1207|0|6967|Q,N
20210127|JKE|3819|0|13446|Q,N
20210127|JKF|589|0|7015|Q,N
20210127|JKG|766|0|5030|Q,N
20210127|JKH|10878|0|18532|Q,N
20210127|JKHY|77414|101|155895|B,Q,N
20210127|JKI|485|0|6635|Q
20210127|JKJ|155|0|1923|Q
20210127|JKK|12180|0|23977|Q,N
20210127|JKL|1183|0|5772|Q,N
20210127|JKS|991256|3940|1957566|B,Q,N
20210127|JLL|43882|0|284367|B,Q,N
20210127|JLS|2796|0|7791|Q
20210127|JMBS|11726|0|50848|Q,N
20210127|JMIA|1417255|35449|5408372|B,Q,N
20210127|JMM|7112|0|8925|Q,N
20210127|JMOM|5510|0|9108|B,Q,N
20210127|JMP|12411|0|15708|Q,N
20210127|JMPNL|418|0|1044|Q
20210127|JMPNZ|1155|0|1402|Q
20210127|JMST|66236|0|1438255|Q,N
20210127|JMUB|389|0|1346|Q,N
20210127|JNCE|19318|488|85616|B,Q,N
20210127|JNJ|1109056|3552|4128422|B,Q,N
20210127|JNK|4451188|9|6994805|B,Q,N
20210127|JNPR|1959132|5364|4449772|B,Q,N
20210127|JNUG|224940|3235|565812|B,Q,N
20210127|JO|13646|0|76885|Q,N
20210127|JOB|124822|0|507457|B,Q,N
20210127|JOBS|18441|2000|81822|Q,N
20210127|JOE|61895|44|141541|B,Q,N
20210127|JOET|6665|0|74708|Q,N
20210127|JOF|3719|0|39723|B,Q,N
20210127|JOUT|4481|0|9036|Q,N
20210127|JOYY|3218|0|6505|Q,N
20210127|JP|12133|0|29738|B,Q,N
20210127|JPC|66625|0|123495|Q,N
20210127|JPEM|947|0|8866|Q,N
20210127|JPHY|9859|0|22202|Q,N
20210127|JPI|16751|0|27005|Q,N
20210127|JPIB|3052|0|10700|Q,N
20210127|JPIN|3694|0|20102|Q,N
20210127|JPM|2263389|17242|4105153|B,Q,N
20210127|JPMB|2763|2400|3041|Q,N
20210127|JPME|1353|0|9726|Q,N
20210127|JPMpC|62068|0|93012|Q,N
20210127|JPMpD|54642|0|67089|Q,N
20210127|JPMpG|41517|834|45211|Q,N
20210127|JPMpH|30857|0|38677|Q,N
20210127|JPMpJ|34035|0|40383|Q
20210127|JPN|568|0|1504|Q,N
20210127|JPS|113121|1096|200796|Q,N
20210127|JPSE|2910|0|9864|Q,N
20210127|JPST|825422|13570|2662515|Q,N
20210127|JPT|1025|0|3332|Q
20210127|JPUS|2090|0|30363|Q,N
20210127|JPXN|175|0|5198|Q,N
20210127|JQC|197918|700|343616|Q,N
20210127|JQUA|28891|0|36743|Q,N
20210127|JRI|42704|857|73914|Q,N
20210127|JRJC|73125|4851|227068|B,Q,N
20210127|JRO|160022|0|227734|Q,N
20210127|JRS|24395|600|63083|B,Q,N
20210127|JRSH|3347|0|12079|B,Q,N
20210127|JRVR|78548|0|92643|Q,N
20210127|JSD|10191|0|19327|Q,N
20210127|JSM|3630|400|6551|B,Q
20210127|JSMD|2452|0|9903|Q,N
20210127|JSML|90437|0|94804|Q,N
20210127|JSTC|1940|0|37440|Q,N
20210127|JT|17286|6052|88793|Q,N
20210127|JTA|11041|0|31472|Q,N
20210127|JTD|10419|0|18087|Q,N
20210127|JUPW|16060|0|119273|Q,N
20210127|JUPWW|599|599|599|Q
20210127|JUST|2843|0|4009|Q,N
20210127|JVA|24407|0|70940|B,Q,N
20210127|JVAL|31438|0|32499|Q,N
20210127|JW/A|38423|0|57940|Q,N
20210127|JW/B|2|0|2|N
20210127|JWN|966088|14169|3382520|B,Q,N
20210127|JWS|383850|60172|2002703|B,Q,N
20210127|JWS/U|620|600|4244|Q
20210127|JWS/WS|38205|200|373449|Q,N
20210127|JXI|805|0|1946|Q
20210127|JYAC|3028|0|5154|Q,N
20210127|JYNT|60090|0|366068|Q,N
20210127|K|492101|1781|1697288|B,Q,N
20210127|KAI|6119|0|10590|Q,N
20210127|KAIRU|22588|0|72930|Q,N
20210127|KALA|660173|44137|2278583|B,Q,N
20210127|KALL|277|0|1032|Q,N
20210127|KALU|14047|0|29096|B,Q,N
20210127|KALV|35329|0|80946|Q,N
20210127|KAMN|23997|0|53411|Q,N
20210127|KAR|838637|1480|1231760|B,Q,N
20210127|KARS|39686|0|92840|B,Q,N
20210127|KB|10338|0|28220|B,Q,N
20210127|KBA|18473|0|68618|Q,N
20210127|KBAL|41589|0|61871|B,Q,N
20210127|KBE|959639|3334|1558644|B,Q,N
20210127|KBH|330622|9588|691574|B,Q,N
20210127|KBNT|133212|18936|410586|B,Q,N
20210127|KBNTW|3214|0|4510|Q,N
20210127|KBR|223167|11300|447166|Q,N
20210127|KBSF|53741|400|239087|B,Q,N
20210127|KBUY|939|0|1509|Q
20210127|KBWB|122410|0|231517|Q,N
20210127|KBWD|32290|68|59968|Q,N
20210127|KBWP|787|0|2994|Q,N
20210127|KBWR|3913|0|7288|Q,N
20210127|KBWY|29955|0|41337|B,Q,N
20210127|KC|93565|385|473712|B,Q,N
20210127|KCAPL|6228|0|6958|Q,N
20210127|KCCB|1153|0|1204|Q,N
20210127|KCE|849|0|3171|Q,N
20210127|KCNY|282|0|582|Q,N
20210127|KDFI|352|0|4692|Q
20210127|KDMN|528302|2242|1643364|B,Q,N
20210127|KDNY|19145|0|29007|Q,N
20210127|KDP|1220307|18319|3085982|B,Q,N
20210127|KE|37550|2000|75829|B,Q,N
20210127|KELYA|10235|0|67242|Q,N
20210127|KELYB|696|0|1402|Q,N
20210127|KEMQ|7396|500|8569|B,Q,N
20210127|KEMX|339|0|554|Q,N
20210127|KEN|274|0|782|Q,N
20210127|KEP|5432|0|18744|B,Q,N
20210127|KEQU|127|0|552|Q
20210127|KERN|476756|11685|1228695|B,Q,N
20210127|KERNW|28364|0|37068|Q,N
20210127|KESG|322|0|402|Q,N
20210127|KEX|91866|0|322719|B,Q,N
20210127|KEY|1571266|16108|2540003|B,Q,N
20210127|KEYS|314561|100|851447|B,Q,N
20210127|KEYpI|3573|0|26492|Q,N
20210127|KEYpJ|1771|0|4879|Q
20210127|KEYpK|9939|0|15067|Q,N
20210127|KF|362|0|572|Q,N
20210127|KFFB|131|0|1645|Q,N
20210127|KFRC|20285|0|38671|Q,N
20210127|KFS|2432|0|13094|Q,N
20210127|KFVG|8053|0|12215|Q,N
20210127|KFY|41333|1|65382|B,Q,N
20210127|KFYP|269|100|463|Q,N
20210127|KGC|2189456|48301|6545372|B,Q,N
20210127|KGRN|16120|28|105849|B,Q,N
20210127|KHC|438132|11205|1585928|B,Q,N
20210127|KIDS|93325|0|390496|B,Q,N
20210127|KIE|5000|0|26273|B,Q,N
20210127|KIM|1101531|1490|1785251|Q,N
20210127|KIMpL|2113|0|158658|Q,N
20210127|KIMpM|1434|0|2568|B,Q,N
20210127|KIN|77100|0|107810|Q,N
20210127|KINS|10415|0|12844|Q,N
20210127|KINZU|31508|0|107346|Q,N
20210127|KIO|22870|2|42513|Q,N
20210127|KIQ|81901|0|726123|Q,N
20210127|KIRK|144009|185|337651|B,Q,N
20210127|KJAN|12258|0|16765|Q,N
20210127|KJUL|1722|0|4632|Q
20210127|KKR|228202|162|779118|B,Q,N
20210127|KKRpA|13468|0|15741|Q,N
20210127|KKRpB|770|0|3124|Q
20210127|KKRpC|1192|0|1560|Q
20210127|KL|238449|2757|893765|B,Q,N
20210127|KLAC|99104|8|312586|B,Q,N
20210127|KLAQU|16986|0|425920|Q,N
20210127|KLCD|2155|0|2632|Q,N
20210127|KLDO|56114|562|150253|B,Q,N
20210127|KLDW|229|0|1692|Q
20210127|KLIC|51872|0|115708|Q,N
20210127|KLR|71131|48|132175|B,Q,N
20210127|KLR/WS|16|0|1216|Q
20210127|KLXE|26020|0|82365|B,Q,N
20210127|KMB|459614|330|817049|B,Q,N
20210127|KMDA|31473|2770|53176|B,Q,N
20210127|KMED|170|0|676|Q,N
20210127|KMF|67673|1190|145560|B,Q,N
20210127|KMI|3326649|9266|6716120|B,Q,N
20210127|KMLM|100|0|100|N
20210127|KMPH|929401|64930|2247702|B,Q,N
20210127|KMPR|13021|12|75381|Q,N
20210127|KMT|89576|0|285414|B,Q,N
20210127|KMX|389649|0|836152|B,Q,N
20210127|KN|91967|0|165658|B,Q,N
20210127|KNDI|4038046|105876|9347132|B,Q,N
20210127|KNG|1871|0|5573|Q,N
20210127|KNGS|2598|0|15123|Q,N
20210127|KNL|62137|14|116470|Q,N
20210127|KNOP|36589|130|63010|B,Q,N
20210127|KNSA|64649|293|92231|Q,N
20210127|KNSL|32817|0|120865|B,Q,N
20210127|KNTE|12703|0|33493|B,Q,N
20210127|KNX|446413|12|885612|B,Q,N
20210127|KO|2319987|19111|6534925|B,Q,N
20210127|KOCT|837|0|3972|Q,N
20210127|KOD|124956|559|239981|B,Q,N
20210127|KODK|9490773|327155|23912503|B,Q,N
20210127|KOF|15482|141|24075|B,Q,N
20210127|KOIN|3812|0|7467|Q,N
20210127|KOLD|149819|505|285234|B,Q,N
20210127|KOMP|113940|0|180365|B,Q,N
20210127|KOP|37458|0|67352|B,Q,N
20210127|KOPN|775176|33217|1945495|B,Q,N
20210127|KOR|42462|0|87750|B,Q,N
20210127|KORP|239|0|2085|Q,N
20210127|KORU|20498|734|89055|B,Q,N
20210127|KOS|2015179|7355|3789516|B,Q,N
20210127|KOSS|4772996|41479|8760184|B,Q,N
20210127|KPTI|1509644|1593|3070877|B,Q,N
20210127|KR|5440839|49768|13758456|B,Q,N
20210127|KRA|54167|0|123947|B,Q,N
20210127|KRBN|1755|0|5556|B,Q,N
20210127|KRBP|4574|0|11066|Q,N
20210127|KRC|139915|100|636764|B,Q,N
20210127|KRE|1785863|6920|2447846|B,Q,N
20210127|KREF|22651|0|45682|B,Q,N
20210127|KRG|63768|0|251581|B,Q,N
20210127|KRKR|11855|259|120004|B,Q,N
20210127|KRMA|3176|0|7441|Q
20210127|KRMD|249776|19165|511885|B,Q,N
20210127|KRNT|33049|232|103074|B,Q,N
20210127|KRNY|11304|0|41138|Q,N
20210127|KRO|28877|551|61339|B,Q,N
20210127|KRON|21684|0|38636|B,Q,N
20210127|KROS|16969|0|32215|B,Q,N
20210127|KRP|37038|0|91445|Q,N
20210127|KRTX|23048|0|66721|Q,N
20210127|KRUS|5704|4|12917|B,Q,N
20210127|KRYS|16259|0|48112|Q,N
20210127|KSA|8358|0|98059|Q,N
20210127|KSCD|203|0|802|Q
20210127|KSM|2283|0|5247|Q,N
20210127|KSMT|901|0|59739|Q
20210127|KSMTU|26200|0|26702|Q
20210127|KSMTW|5715|0|11011|Q,N
20210127|KSPN|14063|361|32869|Q,N
20210127|KSS|1295172|8473|3437254|B,Q,N
20210127|KSTR|121131|0|121132|Q,N
20210127|KSU|138019|0|320139|B,Q,N
20210127|KSUp|63|0|83|Q
20210127|KT|211017|800|352865|Q,N
20210127|KTB|82304|0|146441|B,Q,N
20210127|KTCC|92467|0|142267|Q,N
20210127|KTF|19574|0|34860|Q,N
20210127|KTN|11|0|25|N
20210127|KTOS|56775|52|558766|B,Q,N
20210127|KTRA|321008|14121|725214|B,Q,N
20210127|KUKE|15583|0|41785|B,Q,N
20210127|KURA|171918|210|292026|B,Q,N
20210127|KURE|31239|0|82845|B,Q,N
20210127|KVHI|21816|20|38311|Q,N
20210127|KVLE|100|0|100|Q
20210127|KW|33523|0|69285|Q,N
20210127|KWAC/U|100|0|1422|Q
20210127|KWEB|657174|2963|936090|B,Q,N
20210127|KWR|17214|0|38003|B,Q,N
20210127|KWT|29640|0|29651|Q,N
20210127|KXI|861|0|19072|Q,N
20210127|KXIN|495372|12954|1837944|B,Q,N
20210127|KYMR|19368|547|32243|Q,N
20210127|KYN|199846|17542|391182|B,Q,N
20210127|KZIA|10881|285|42563|B,Q,N
20210127|KZR|58660|170|314953|B,Q,N
20210127|L|52209|0|99478|Q,N
20210127|LABD|590891|5626|2451432|B,Q,N
20210127|LABU|223560|14730|465003|B,Q,N
20210127|LAC|751245|38704|3879699|B,Q,N
20210127|LACQ|107|0|269|B,Q,N
20210127|LACQU|1|0|5|Q
20210127|LACQW|3739|0|12512|Q,N
20210127|LAD|67769|0|115659|B,Q,N
20210127|LADR|264760|32214|412542|Q,N
20210127|LAIX|53401|2856|290205|Q,N
20210127|LAKE|31322|101|136649|B,Q,N
20210127|LAMR|70631|0|227616|B,Q,N
20210127|LANC|23104|0|40779|Q,N
20210127|LAND|67272|785|145893|Q,N
20210127|LANDM|701|0|2779|Q
20210127|LANDO|17230|0|28365|Q,N
20210127|LANDP|664|0|1287|B,Q,N
20210127|LARK|1449|0|2238|B,Q
20210127|LASR|16082|0|61351|B,Q,N
20210127|LATN|12666|0|319809|B,Q,N
20210127|LATNW|75086|0|150061|Q,N
20210127|LAUR|34253|0|206694|B,Q,N
20210127|LAWS|5742|0|16124|Q,N
20210127|LAZ|45441|0|153816|B,Q,N
20210127|LAZR|1689961|18241|6923203|B,Q,N
20210127|LAZRW|29473|819|55291|Q,N
20210127|LAZY|32554|400|92495|B,Q,N
20210127|LB|2358663|34354|6211700|B,Q,N
20210127|LBAI|23395|137|66607|Q,N
20210127|LBC|3648|0|9833|Q,N
20210127|LBJ|1441|0|10202|B,Q,N
20210127|LBRDA|35024|0|61133|B,Q,N
20210127|LBRDK|323710|600|858310|B,Q,N
20210127|LBRDP|13|0|13|Q
